timestamp,zone,place,average,maximum
0,Hollywood,Pantages Theater,0.0,0.0
0,Hollywood,Mel's Mixtape,0.0,0.0
0,Hollywood,Entrance,0.0,0.0
0,Minion Land,Minion Mayhem,0.0,0.0
0,Minion Land,Silly Swirly,0.0,0.0
0,Minion Land,Buggie Boogie,0.0,0.0
0,Far Far Away,Shrek 4D,0.0,0.0
0,Far Far Away,Puss in Boots,0.0,0.0
0,Far Far Away,Donkey LIVE,0.0,0.0
0,Far Far Away,Magic Potion Spin,0.0,0.0
0,Far Far Away,Enchanted Airways,0.0,0.0
0,The Lost World,Jurassic Rapids,0.0,0.0
0,The Lost World,Canopy Flyer,0.0,0.0
0,The Lost World,Dino-Soarin,0.0,0.0
0,The Lost World,Water World,0.0,0.0
0,Ancient Egypt,Revenge of Mummy,0.0,0.0
0,Ancient Egypt,Treasure Hunters,0.0,0.0
0,Sci-Fi City,Transformers,0.0,0.0
0,Sci-Fi City,Cylon,0.0,0.0
0,Sci-Fi City,Human,0.0,0.0
0,Sci-Fi City,Accelerator,0.0,0.0
0,New York,Sesame Street Spaghetti Chase,0.0,0.0
0,New York,Rhythm Truck,0.0,0.0
0,New York,Lights Camera Action!,0.0,0.0
0,Hollywood,"(29, 15, ""Mel's Drive-In"")",0.0,0.0
0,Minion Land,"(38, 20, 'Pop-A-Nana')",0.0,0.0
0,Far Far Away,"(36, 27, 'Goldilocks')",0.0,0.0
0,The Lost World,"(28, 35, 'Discovery Food Court')",0.0,0.0
0,Ancient Egypt,"(15, 30, 'Oasis Cafe')",0.0,0.0
0,Sci-Fi City,"(12.5, 20, 'StarBot Cafe')",0.0,0.0
0,New York,"(20, 10, ""Louie's NY Pizza"")",0.0,0.0
0,Hollywood,"(25, 14, 'Candylicious')",0.0,0.0
0,Hollywood,"(27, 6, 'Hello Kitty Studio Store')",0.0,0.0
0,Hollywood,"(28, 6, 'Minion Mart')",0.0,0.0
0,Hollywood,"(29, 6, 'Universal Studios Store')",0.0,0.0
0,Hollywood,"(25, 15, 'UNIVRS')",0.0,0.0
0,Minion Land,"(37, 19, 'Sweet Surrender')",0.0,0.0
0,Minion Land,"(39, 24, 'Pop Store')",0.0,0.0
0,Minion Land,"(34, 22, 'Fun Store')",0.0,0.0
0,Far Far Away,"(35, 26, ""Fairy Godmother's Potion Shop"")",0.0,0.0
0,The Lost World,"(27, 34, 'The Dino-Store')",0.0,0.0
0,Ancient Egypt,"(16, 31, ""Carter's Curiosities"")",0.0,0.0
0,Sci-Fi City,"(12, 21, 'Transformers shop')",0.0,0.0
0,New York,"(21, 9, ""Big Bird's Emporium"")",0.0,0.0
1,Hollywood,Pantages Theater,0.0,0.0
1,Hollywood,Mel's Mixtape,0.0,0.0
1,Hollywood,Entrance,0.36,0.72
1,Minion Land,Minion Mayhem,0.0,0.0
1,Minion Land,Silly Swirly,0.0,0.0
1,Minion Land,Buggie Boogie,0.0,0.0
1,Far Far Away,Shrek 4D,0.0,0.0
1,Far Far Away,Puss in Boots,0.0,0.0
1,Far Far Away,Donkey LIVE,0.0,0.0
1,Far Far Away,Magic Potion Spin,0.0,0.0
1,Far Far Away,Enchanted Airways,0.0,0.0
1,The Lost World,Jurassic Rapids,0.0,0.0
1,The Lost World,Canopy Flyer,0.0,0.0
1,The Lost World,Dino-Soarin,0.0,0.0
1,The Lost World,Water World,0.0,0.0
1,Ancient Egypt,Revenge of Mummy,0.0,0.0
1,Ancient Egypt,Treasure Hunters,0.0,0.0
1,Sci-Fi City,Transformers,0.0,0.0
1,Sci-Fi City,Cylon,0.0,0.0
1,Sci-Fi City,Human,0.0,0.0
1,Sci-Fi City,Accelerator,0.0,0.0
1,New York,Sesame Street Spaghetti Chase,0.0,0.0
1,New York,Rhythm Truck,0.0,0.0
1,New York,Lights Camera Action!,0.0,0.0
1,Hollywood,"(29, 15, ""Mel's Drive-In"")",0.0,0.0
1,Minion Land,"(38, 20, 'Pop-A-Nana')",0.0,0.0
1,Far Far Away,"(36, 27, 'Goldilocks')",0.0,0.0
1,The Lost World,"(28, 35, 'Discovery Food Court')",0.0,0.0
1,Ancient Egypt,"(15, 30, 'Oasis Cafe')",0.0,0.0
1,Sci-Fi City,"(12.5, 20, 'StarBot Cafe')",0.0,0.0
1,New York,"(20, 10, ""Louie's NY Pizza"")",0.0,0.0
1,Hollywood,"(25, 14, 'Candylicious')",0.0,0.0
1,Hollywood,"(27, 6, 'Hello Kitty Studio Store')",0.0,0.0
1,Hollywood,"(28, 6, 'Minion Mart')",0.0,0.0
1,Hollywood,"(29, 6, 'Universal Studios Store')",0.0,0.0
1,Hollywood,"(25, 15, 'UNIVRS')",0.0,0.0
1,Minion Land,"(37, 19, 'Sweet Surrender')",0.0,0.0
1,Minion Land,"(39, 24, 'Pop Store')",0.0,0.0
1,Minion Land,"(34, 22, 'Fun Store')",0.0,0.0
1,Far Far Away,"(35, 26, ""Fairy Godmother's Potion Shop"")",0.0,0.0
1,The Lost World,"(27, 34, 'The Dino-Store')",0.0,0.0
1,Ancient Egypt,"(16, 31, ""Carter's Curiosities"")",0.0,0.0
1,Sci-Fi City,"(12, 21, 'Transformers shop')",0.0,0.0
1,New York,"(21, 9, ""Big Bird's Emporium"")",0.0,0.0
2,Hollywood,Pantages Theater,0.0,0.0
2,Hollywood,Mel's Mixtape,0.0,0.0
2,Hollywood,Entrance,4.08,11.52
2,Minion Land,Minion Mayhem,0.0,0.0
2,Minion Land,Silly Swirly,0.0,0.0
2,Minion Land,Buggie Boogie,0.0,0.0
2,Far Far Away,Shrek 4D,0.0,0.0
2,Far Far Away,Puss in Boots,0.0,0.0
2,Far Far Away,Donkey LIVE,0.0,0.0
2,Far Far Away,Magic Potion Spin,0.0,0.0
2,Far Far Away,Enchanted Airways,0.0,0.0
2,The Lost World,Jurassic Rapids,0.0,0.0
2,The Lost World,Canopy Flyer,0.0,0.0
2,The Lost World,Dino-Soarin,0.0,0.0
2,The Lost World,Water World,0.0,0.0
2,Ancient Egypt,Revenge of Mummy,0.0,0.0
2,Ancient Egypt,Treasure Hunters,0.0,0.0
2,Sci-Fi City,Transformers,0.0,0.0
2,Sci-Fi City,Cylon,0.0,0.0
2,Sci-Fi City,Human,0.0,0.0
2,Sci-Fi City,Accelerator,0.0,0.0
2,New York,Sesame Street Spaghetti Chase,0.0,0.0
2,New York,Rhythm Truck,0.0,0.0
2,New York,Lights Camera Action!,0.0,0.0
2,Hollywood,"(29, 15, ""Mel's Drive-In"")",0.0,0.0
2,Minion Land,"(38, 20, 'Pop-A-Nana')",0.0,0.0
2,Far Far Away,"(36, 27, 'Goldilocks')",0.0,0.0
2,The Lost World,"(28, 35, 'Discovery Food Court')",0.0,0.0
2,Ancient Egypt,"(15, 30, 'Oasis Cafe')",0.0,0.0
2,Sci-Fi City,"(12.5, 20, 'StarBot Cafe')",0.0,0.0
2,New York,"(20, 10, ""Louie's NY Pizza"")",0.0,0.0
2,Hollywood,"(25, 14, 'Candylicious')",0.0,0.0
2,Hollywood,"(27, 6, 'Hello Kitty Studio Store')",0.0,0.0
2,Hollywood,"(28, 6, 'Minion Mart')",0.0,0.0
2,Hollywood,"(29, 6, 'Universal Studios Store')",0.0,0.0
2,Hollywood,"(25, 15, 'UNIVRS')",0.0,0.0
2,Minion Land,"(37, 19, 'Sweet Surrender')",0.0,0.0
2,Minion Land,"(39, 24, 'Pop Store')",0.0,0.0
2,Minion Land,"(34, 22, 'Fun Store')",0.0,0.0
2,Far Far Away,"(35, 26, ""Fairy Godmother's Potion Shop"")",0.0,0.0
2,The Lost World,"(27, 34, 'The Dino-Store')",0.0,0.0
2,Ancient Egypt,"(16, 31, ""Carter's Curiosities"")",0.0,0.0
2,Sci-Fi City,"(12, 21, 'Transformers shop')",0.0,0.0
